NroCheque,CodigoBanco,CodigoSucursal,NumeroCuentaOrigen,NumeroCuentaDestino,Valor,FechaOrigen,FechaPago,DNI,Estado
337,30,154,2565606451,5231943207,25.16,1632956115000,1658225016000,27-369-2439,0
338,14,292,7784229224,2209691044,95.23,1649356194000,1657611420000,57-870-8566,0
339,4,141,1341376818,504563246,32.99,1646036990000,1657241213000,81-261-4663,0
340,16,15,7692566585,3757547381,65.51,1633506924000,1659132022000,03-042-4350,1
341,32,20,5711561375,274329190,79.92,1638309104000,1658258173000,85-699-6394,1
342,18,284,5028338930,3136309324,37.97,1633685053000,1658342135000,29-038-6902,0
343,84,276,8388153692,8961854240,66.44,1630281262000,1658660017000,54-249-1612,2
344,21,125,8014630106,7431007809,59.39,1624654811000,1659224797000,41-364-6820,2
345,69,64,8508454635,7099932683,35.1,1640107080000,1658151087000,65-762-7474,0
346,98,12,4488456367,7960388423,18.68,1643319215000,1656886144000,00-447-4543,2
347,22,52,5415777490,5602401792,56.34,1625602451000,1659115799000,45-107-7679,1
348,4,169,5014375006,816406537,6.24,1647995946000,1657236134000,80-011-8251,2
349,55,262,4031366264,7315137289,74.94,1625494544000,1656741341000,08-225-3072,0
350,80,129,8457578405,1392547482,97.23,1645829024000,1656875440000,75-862-2777,1
351,56,107,4203980089,6415387847,86.52,1636096939000,1659149405000,79-375-8328,0
352,1,204,2028318287,5770504994,63.63,1627466791000,1658899921000,36-665-1578,2
353,44,182,6291211270,7920269407,8.71,1630788379000,1657377447000,35-147-1405,1
354,28,190,4070421513,6678305167,53.15,1629170488000,1657841432000,61-039-7691,2
355,32,113,6766171405,7122100197,35.71,1640960183000,1657878531000,16-759-4048,1
356,16,205,9641044400,574435484,54.65,1641848742000,1658440112000,93-537-9943,1
357,93,62,9184465689,2997953235,36.47,1638532068000,1658127220000,42-186-2722,1
358,97,296,7388393048,7254451248,22.2,1636680539000,1656841272000,09-992-2787,2
359,89,51,5528982790,772311803,80.14,1622995562000,1659126433000,53-468-0330,1
360,19,30,6564151322,4259674293,67.18,1630137523000,1658729095000,68-439-2956,0
361,37,223,7161439329,850475295,85.09,1623533912000,1658104697000,16-931-9227,0
362,32,200,7048135743,5348483362,6.06,1633035018000,1656498451000,06-731-5739,2
363,48,204,6767793124,2098254075,51.34,1654583305000,1658693973000,29-668-5881,2
364,81,135,4316398466,4171849756,22.0,1655194732000,1657831549000,71-701-3720,1
365,75,127,4403141927,2272044018,72.91,1634375919000,1657916032000,69-727-3355,1
366,30,33,9469701720,8345827039,44.45,1635838287000,1658538661000,67-468-4304,1
367,3,210,4250462153,1619192764,65.13,1655903547000,1659026409000,68-064-7641,1
368,86,36,2622743343,6426676071,14.18,1624381767000,1656379539000,22-572-3159,2
369,48,85,6204523708,3025828943,80.33,1625439054000,1658144625000,98-648-1448,1
370,40,194,7240612538,2169280049,63.94,1650758138000,1657624369000,31-562-1081,1
371,88,282,3119129968,1624941729,24.76,1639878789000,1658607412000,45-864-6860,1
372,91,174,7363622809,2879150582,8.3,1635755025000,1658442267000,67-838-9994,0
373,93,155,3028062895,8443122986,51.44,1628903734000,1658069829000,05-079-1182,0
374,66,156,9289019751,1262559375,48.81,1637477185000,1657384984000,42-299-0161,1
375,84,221,6758564266,2745343300,73.2,1652578639000,1657214232000,36-850-5403,1
376,27,235,7369188469,7470082867,15.73,1637523000000,1657916542000,98-883-9055,0
377,16,214,2577722672,7507123065,61.88,1630448209000,1657801659000,14-265-6926,2
378,40,47,9710682636,5007177857,11.3,1655582848000,1656761650000,57-905-5894,1
379,70,56,5377288289,1677562390,82.24,1649050410000,1658908187000,13-209-2413,2
380,18,153,8719788398,2525215443,16.84,1647498657000,1658997559000,17-096-8528,2
381,20,135,2769098438,721028071,17.37,1648229597000,1659035015000,34-201-9297,0
382,80,139,9459275508,1455853429,45.92,1631064404000,1658727227000,35-348-8419,2
383,47,276,3386074022,9429669656,58.26,1638790610000,1659212918000,39-555-3003,2
384,54,91,6888145913,1261564154,10.67,1631340909000,1656598008000,74-591-8229,1
385,67,25,9393525900,1437691242,17.39,1623346528000,1659030834000,32-575-9019,2
386,38,228,6456307252,5186546348,79.58,1631072767000,1659217902000,04-753-5469,2
387,40,79,3498159143,9742284768,56.93,1649321012000,1658639911000,92-363-6714,1
388,60,242,1429373962,7765883712,70.17,1645674402000,1657970822000,23-898-4617,0
389,91,49,6930367567,6677277259,40.34,1635568759000,1656754942000,25-906-4855,2
390,50,55,9352658124,4968035918,98.69,1654596588000,1657330107000,42-278-1799,1
391,45,163,412311844,5965751869,69.69,1649487023000,1657042366000,53-323-8758,1
392,90,204,6071605199,5512621661,97.28,1624095004000,1657643349000,80-416-3960,0
393,96,23,5468517655,4904633032,82.04,1649052028000,1659057508000,61-496-0021,2
394,57,29,6220986245,6031639041,49.76,1653542333000,1656511501000,17-169-4116,0
395,23,142,9868859123,5437552556,16.5,1645237176000,1656892192000,07-849-3076,1
396,31,291,8823851602,9071239012,18.06,1639044167000,1657190312000,06-620-5016,2
397,97,42,2611228876,6174050688,27.9,1632633643000,1657627513000,51-525-9726,1
398,89,42,4998289780,2334062545,32.43,1653897824000,1658865384000,49-004-4436,0
399,90,100,7976011308,6788988331,30.47,1642055053000,1656966165000,44-271-0415,1
400,25,126,3484078006,547706804,32.8,1633173335000,1657405225000,67-732-2393,0
401,18,65,3340386382,2906680923,98.03,1648814802000,1658660022000,07-586-6058,0
402,79,107,3060088187,7542698427,36.99,1643002628000,1658961719000,41-868-7775,0
403,6,286,5704744958,5551379574,3.34,1632484137000,1657637199000,57-361-1181,0
404,43,84,2951864000,2259929222,94.99,1636815630000,1658897156000,72-932-4963,0
405,72,174,7414745821,5114759248,36.95,1639138562000,1657028677000,07-443-7409,0
406,55,119,5834635768,6921662969,77.76,1649616690000,1657190190000,36-846-1943,2
407,9,174,8735559489,7996543550,32.58,1647341487000,1657597576000,52-913-8032,1
408,82,260,5150298212,4174422338,78.11,1631122789000,1658666910000,92-214-2429,2
409,91,212,26702061,422895776,8.68,1645408403000,1658932790000,03-384-5604,1
410,84,90,5634454026,1705075592,10.15,1636636412000,1657906349000,29-016-7181,1
411,31,212,7674035964,575173432,41.94,1629267659000,1658585163000,16-605-5622,2
412,77,94,1203915888,9538323203,46.75,1651479450000,1657187179000,86-203-8293,1
413,92,246,7725836691,2739700385,34.06,1631680303000,1658125027000,62-030-9688,2
414,76,180,9553788661,9632802241,91.72,1627020866000,1658665599000,83-951-6205,1
415,83,164,2324518821,6184456709,21.69,1635550345000,1658383593000,20-348-2891,2
416,79,154,9293066238,4442033501,73.5,1640112918000,1658528491000,20-729-8438,2
417,36,24,4332541677,1989872085,77.43,1626153491000,1656714160000,89-124-6366,2
418,70,25,5669970349,3944200705,4.13,1640895627000,1657960117000,19-688-2406,0
419,4,151,4688867204,712534180,72.65,1646501043000,1657050772000,24-135-7528,1
420,71,14,7485903896,7097011548,48.99,1633849408000,1657169749000,94-347-9512,1
421,98,237,7181908391,3360776593,55.69,1630254970000,1658790970000,48-153-9390,1
422,71,49,4391340658,9900634241,62.01,1629045387000,1657456171000,48-110-4641,1
423,86,140,673611493,9693090071,34.71,1656110191000,1657553944000,53-782-1675,1
424,66,279,4632663298,6522199483,99.56,1636551503000,1657235337000,36-767-7177,2
425,45,63,7459945390,8595433623,83.59,1623092185000,1657349162000,40-037-5823,1
426,38,124,5060980405,8299112311,8.63,1636142378000,1658218754000,16-782-6302,1
427,22,158,9033009870,745382169,96.36,1644399602000,1659086286000,92-764-5053,0
428,11,124,2473825785,4059624780,59.22,1644853544000,1657938800000,83-844-2729,0
429,79,170,9103943607,2916880526,81.01,1642732175000,1658153032000,54-279-3617,0
430,5,120,5403414495,5555393717,63.06,1652427543000,1656429442000,24-590-0779,2
431,85,60,3399943008,4953716426,59.33,1640074407000,1657475091000,77-616-0391,1
432,9,231,6129442793,2547190303,63.38,1641914871000,1657922809000,36-505-6695,1
433,94,128,2195082534,6367064346,79.5,1653820434000,1658310097000,31-317-5987,0
434,95,65,9008672456,466252560,62.99,1649991520000,1657129052000,23-020-8666,2
435,86,139,2500352692,1862216681,54.81,1633731992000,1657668818000,01-270-6857,2
436,74,55,8366337332,3988168378,15.66,1645680613000,1658359234000,24-307-9990,1
437,19,62,5489444606,1789207614,24.78,1632233002000,1658989165000,31-342-9107,1
438,18,221,8421011235,4486483367,20.48,1641499934000,1657854631000,98-800-1848,1
439,30,63,5418121510,3543123122,56.82,1627385988000,1659175810000,37-474-4185,1
440,66,30,4305637979,1841245429,10.19,1647005080000,1658732832000,61-545-3353,1
441,68,194,5166634691,865001421,4.74,1647366906000,1658822625000,13-682-5752,2
442,26,223,5951953308,8716878019,71.71,1628052556000,1656869875000,75-022-2747,0
443,7,236,174219547,1830744348,7.18,1622573616000,1657148682000,32-062-6124,1
444,51,94,322279402,6536905156,67.09,1655491958000,1658700151000,95-757-0814,0
445,91,184,3344001264,3662986159,42.65,1636394657000,1656518980000,93-884-2911,1
446,41,5,3787449876,3124066006,82.16,1634063736000,1658469319000,93-408-2837,0
447,77,31,7397655386,6653618080,1.58,1643548410000,1659113293000,47-098-3958,0
448,48,7,6196120387,9979053747,91.42,1637193153000,1657055756000,06-630-2184,2
449,9,184,3303423156,4903205010,8.01,1637867286000,1657787147000,92-653-2748,0
450,28,292,4210134759,6060432077,31.59,1625379831000,1657747095000,27-542-2447,1
451,4,49,358063558,6425724587,29.38,1638386014000,1658815834000,55-825-1167,0
452,52,144,1480136387,4269242396,21.49,1649322022000,1657173836000,64-653-7733,2
453,53,247,3858588369,1910159026,44.25,1638492235000,1658610186000,76-215-1949,0
454,96,169,9363039013,5000754336,68.01,1629993382000,1657084272000,59-698-2049,1
455,9,242,6832852762,4837893619,87.76,1639942014000,1656744816000,61-069-7167,2
456,27,39,6508252151,4684186024,53.97,1645671966000,1658422532000,44-846-3378,1
457,17,207,9641303341,4675932819,99.0,1633175934000,1658478237000,87-188-8840,2
458,13,150,5519463158,2017949345,45.33,1652140468000,1658212485000,79-204-2324,2
459,39,193,3951168862,293015295,19.25,1628659783000,1659194026000,88-152-1565,2
460,65,300,7714184299,4106534215,94.02,1633112994000,1658362523000,98-959-5453,0
461,3,226,6428275333,8386419148,7.15,1641163571000,1657888756000,80-713-9229,2
462,57,230,1016763360,6968553570,73.4,1639042643000,1656646302000,77-761-3670,1
463,52,39,2220425878,7837638719,10.16,1641670758000,1657544146000,13-939-8785,0
464,96,141,7734708536,1856485307,70.48,1640814455000,1656665370000,83-418-4720,1
465,67,225,1295462524,907660037,96.77,1627536728000,1657326467000,83-317-2506,1
466,50,62,8546528403,2818104874,22.51,1655866551000,1657238738000,67-501-1152,0
467,53,208,1295551314,2680934261,29.45,1630077519000,1657107454000,53-469-6246,1
468,93,93,4550941146,7289353781,30.17,1624430699000,1656496266000,71-135-9432,2
469,19,81,7033719922,1148707301,39.73,1652755305000,1658916492000,23-477-5797,0
470,39,297,444531688,3933099676,7.11,1641955472000,1657609020000,71-644-8327,2
471,10,131,4871665658,8181772229,95.6,1636223128000,1657979961000,55-674-6908,1
472,50,43,8661326230,5310523448,88.96,1646586996000,1658420811000,32-585-7555,0
473,51,82,8898163355,4377996193,27.6,1639037222000,1656475311000,64-298-8175,2
474,16,81,2913963943,4426417813,27.24,1637129428000,1656532564000,94-560-9703,2
475,66,203,2909656268,4691746323,37.34,1644599919000,1657900941000,13-720-3838,1
476,80,115,7762260218,6341429614,59.77,1639085268000,1656923972000,64-714-7320,0
477,37,262,1283740494,5075920446,90.14,1644895354000,1657649079000,29-002-6982,2
478,68,31,4706414563,4945504105,68.79,1643866068000,1659129376000,36-566-5264,0
479,45,4,4190057770,1410664112,43.52,1628366282000,1658258233000,10-803-8529,0
480,86,256,849306191,2530169667,8.17,1647649712000,1658658711000,25-626-0287,1
481,58,61,1848477538,7253673999,31.57,1652057767000,1658457668000,69-216-6848,2
482,66,58,7254523656,7694837004,54.06,1628364163000,1658575452000,44-620-3235,1
483,17,96,1541628098,1022871846,33.5,1655311933000,1656874360000,16-947-0274,1
484,54,227,5812393028,4019792399,56.41,1642653391000,1656683950000,59-453-1354,0
485,82,209,9823907110,3022806760,96.84,1643637611000,1657398559000,42-795-0093,0
486,7,276,7963112577,9092522600,63.18,1629157431000,1657206139000,65-852-1500,2
487,73,79,1132562988,4905231574,53.34,1648332987000,1657255534000,10-347-0254,1
488,77,226,6003982101,7052268892,6.54,1639465651000,1657793398000,46-772-9002,2
489,34,113,4061864114,1420853651,92.74,1630133894000,1658425375000,78-179-9105,1
490,98,39,2812541377,7267715478,60.47,1655673082000,1658754242000,21-026-9597,2
491,43,133,623151650,9340160630,48.23,1631641028000,1658063302000,21-864-7019,0
492,40,76,9328848873,6386949382,46.13,1636740806000,1658430231000,55-006-4600,2
493,78,217,55272967,5742601573,83.11,1622561937000,1658776528000,53-144-2732,2
494,96,102,5781618287,49504576,57.65,1626100794000,1657812490000,39-666-4167,1
495,93,60,9977181683,2526085705,60.35,1643441603000,1657569437000,33-913-9834,1
496,57,169,7335116651,7872102951,49.33,1623917237000,1658023835000,53-539-7521,2
497,80,292,2537923006,2632017572,20.86,1633083915000,1656563576000,74-324-5304,0
498,94,8,2359441329,7356957736,11.23,1632922062000,1656430392000,51-176-1294,1
499,39,10,7074744433,5562757818,71.74,1647710615000,1657352178000,96-538-2707,1
500,99,186,1617068373,9460552838,22.12,1637813099000,1657255078000,99-282-3751,2
501,17,123,5809653863,8248652106,53.15,1654088297000,1657147023000,88-715-7696,2
502,58,272,9236015476,1805446940,91.8,1625495030000,1658657045000,61-962-7726,0
503,99,235,2336876140,3182790048,57.4,1650644645000,1657361270000,95-104-1605,1
504,90,191,9956970476,8183467288,64.58,1652524141000,1657091607000,45-011-3599,1
505,88,137,6107527575,704674521,66.2,1632832799000,1658737613000,02-824-4657,2
506,12,36,5664535288,1304809811,6.15,1631730221000,1658966960000,76-635-1571,1
507,30,293,5365114191,3825498999,22.44,1645159447000,1658210204000,18-991-0248,1
508,89,104,8976644840,7812556638,54.45,1632642877000,1656730610000,12-196-4078,0
509,60,8,4484904675,1912535211,86.1,1638283885000,1657880955000,57-785-1265,2
510,35,175,6163574923,4983730052,90.9,1646294159000,1656692797000,19-086-3030,2
511,66,92,3577996579,5204440453,66.84,1638132166000,1659045595000,00-568-7120,0
512,70,213,7060734570,8738480875,51.17,1645622396000,1656947084000,96-944-6497,0
513,15,87,8396550395,3801279057,87.27,1629026124000,1657809332000,93-619-5237,2
514,22,239,6245184851,775988820,76.3,1638565741000,1658222180000,87-138-3899,2
515,97,239,4254606745,4998722751,1.04,1653333138000,1658417556000,02-365-8261,1
516,30,143,8026233824,793938546,1.73,1648196274000,1658505812000,79-545-8870,1
517,69,41,8483739984,2315321816,65.1,1650672816000,1657850023000,21-778-7092,0
518,12,179,1944764860,6476222902,40.16,1647952533000,1657108743000,70-821-8645,0
519,26,102,1193233445,3475329824,72.98,1652181080000,1657259502000,85-710-7970,2
520,66,67,2914175280,6369952230,66.74,1641295301000,1658297302000,58-036-1960,1
521,45,187,8293925094,3595481011,21.57,1635033032000,1658939031000,57-028-9627,2
522,16,172,6007583449,5543577702,38.74,1643417286000,1659174082000,21-908-8802,2
523,37,130,1138254975,8324897569,43.53,1631858382000,1658716272000,60-117-4763,2
524,1,153,7317365785,7929005550,71.72,1643836162000,1658475277000,31-648-6959,1
525,8,135,9731417761,1449692273,11.84,1633554434000,1656799760000,82-083-7876,2
526,55,66,4915855104,5046920824,88.04,1648544778000,1657635094000,09-829-6267,2
527,92,40,1544038208,4261875306,99.69,1650274034000,1656612726000,64-607-7071,2
528,95,54,6039728078,7011703012,29.1,1637714674000,1657158593000,74-886-5923,0
529,32,253,9891065278,4074510057,56.83,1633723738000,1659103219000,47-540-7922,2
530,26,195,5771222569,2427718114,31.93,1632841771000,1657428129000,09-202-4636,0
531,83,9,3460636173,9937477719,89.76,1628983063000,1657816291000,96-617-7540,1
532,72,34,710375565,7858588249,74.47,1644606832000,1658501285000,48-928-9643,2
533,15,187,7690904211,3624546546,96.11,1647985325000,1658986935000,62-886-9586,2
534,21,247,3149887844,8391121739,66.01,1643306498000,1657047758000,98-652-5591,0
535,56,132,6895261133,9041924310,2.93,1645168687000,1656738850000,72-699-8582,2
536,8,278,4510142625,6879999581,48.49,1639827066000,1656682298000,58-088-9477,1
537,66,252,2232224287,7241503023,76.6,1645891261000,1658974063000,22-425-7178,2
538,60,233,5704649831,2576166032,28.78,1655211692000,1657781715000,57-612-8624,1
539,75,218,6146129623,5874049312,92.11,1631517689000,1658806813000,81-217-7269,1
540,1,236,813170958,4107799751,36.01,1643361180000,1658280111000,52-951-5937,2
541,48,22,6734481476,1443846171,11.02,1647366615000,1659116604000,67-424-4356,0
542,41,200,9813906898,5815188298,83.06,1647970793000,1657023103000,45-029-3649,0
543,48,147,3659038423,2036140297,2.74,1645889993000,1657270889000,37-189-8427,0
544,47,117,5605948539,9129305632,92.22,1636972359000,1659113991000,61-621-2477,1
545,64,242,7638239628,6658128472,99.59,1641184723000,1657637629000,64-592-7699,2
546,42,149,3496008121,2308824921,34.25,1632491724000,1658837413000,80-037-7143,0
547,8,248,4212386577,160174155,97.31,1648326987000,1656645761000,81-539-4525,2
548,73,294,9020465317,2455862070,61.28,1629821764000,1657016343000,90-501-4694,2
549,77,86,672788438,2515059155,13.92,1654127898000,1658132900000,69-250-3553,0
550,66,225,1942857462,8414213057,89.02,1642950586000,1656969140000,63-829-4287,0
551,20,213,2539684831,502501111,25.75,1640456432000,1658030514000,66-224-5982,2
552,32,180,3873171694,610843028,74.37,1635162415000,1657619716000,40-617-4979,2
553,22,261,8183128637,8050066398,6.51,1639700096000,1657580070000,08-179-1478,0
554,65,16,9465171441,8417632425,50.02,1636013802000,1656860964000,96-654-5592,0
555,11,242,2537657160,9485236581,59.55,1624919691000,1657108728000,10-008-7310,0
556,10,74,845780859,1574308211,29.56,1650453536000,1657213147000,31-911-5389,1
557,69,98,1486262325,3577609826,43.82,1624071497000,1658246782000,94-042-6643,2
558,75,287,8602487878,4489257732,26.42,1641150299000,1657087620000,85-554-4520,1
559,41,173,9247549353,122274172,27.45,1633402485000,1659035047000,98-003-6945,2
560,74,6,3075402672,5765405282,76.31,1623781341000,1657191360000,15-706-6680,0
561,30,78,5099825273,3947124333,68.64,1641839198000,1656414998000,03-497-2538,2
562,49,145,4392622649,9482016130,88.8,1647295828000,1658698428000,47-551-5351,1
563,40,210,1179621220,123007879,97.81,1651616490000,1656872834000,00-749-8798,1
564,18,189,2181995699,5740941334,63.33,1624033054000,1658330598000,06-956-8355,1
565,71,73,3010695586,7376759565,94.77,1650880280000,1656789772000,60-679-1713,0
566,10,117,976552892,9003303495,66.49,1623349309000,1657055355000,41-088-1698,0
567,40,283,5791198302,6440912917,16.39,1626541436000,1658538438000,53-042-1105,2
568,59,129,5520970033,2045440885,20.91,1643574897000,1659119998000,35-278-7736,1
569,8,261,9879299027,678416184,84.65,1629754980000,1656665412000,77-792-9113,2
570,52,175,8142804573,7986241225,14.57,1625849138000,1656965862000,23-732-7319,2
571,62,74,7271904441,3801700194,9.92,1653178590000,1657987025000,32-173-8759,0
572,71,241,6787260261,3306929344,90.39,1643252615000,1657754280000,37-506-9408,1
573,55,220,3247198881,4370427150,14.8,1649591621000,1658547796000,98-200-8625,2
574,84,255,3999124938,2614067865,70.74,1644297275000,1657907661000,79-067-1255,0
575,99,247,3201695432,334417279,19.58,1642634864000,1658565713000,85-443-8656,2
576,42,145,8409909030,15866742,69.67,1638278420000,1657257441000,22-533-7496,2
577,47,195,2382518871,3319150790,18.44,1655507191000,1656739397000,17-326-1388,0
578,59,217,7307135256,4329823527,66.69,1636079299000,1656858163000,62-934-8679,2
579,74,66,7592795094,9292371894,28.53,1655372913000,1658562073000,97-251-7471,1
580,13,105,5512799738,1739861272,46.21,1648568138000,1657132027000,45-142-7366,1
581,22,241,7719518101,6489887940,96.83,1648341271000,1658811158000,79-737-1256,1
582,86,109,9440646195,5730956789,31.38,1642960550000,1656802477000,47-543-7295,0
583,88,225,5401551452,6023415423,47.13,1646542976000,1656740401000,85-075-2180,0
584,68,39,1043133526,7276577112,67.69,1632109261000,1658838500000,42-612-8501,0
585,23,120,6775636873,9337821419,85.04,1648131747000,1656510655000,98-849-0738,0
586,12,67,5763954521,7935052875,35.9,1647880586000,1658200528000,10-153-0345,0
587,64,216,6976342281,1544946333,74.91,1627146699000,1657462291000,53-202-2276,2
588,94,14,6017636685,2977500634,65.95,1638331472000,1658527669000,12-992-9843,0
589,68,83,5898538526,8324704167,71.04,1628771534000,1658653260000,03-445-3100,1
590,48,52,1093375647,5545985387,11.64,1647336398000,1658100436000,55-327-9982,2
591,36,194,7659791958,4359932251,71.49,1641444227000,1657438322000,88-616-4790,2
592,90,102,2478697106,2488713422,35.83,1632122700000,1656508688000,80-242-0797,0
593,6,170,4101297975,4040805836,68.01,1639172547000,1658614221000,63-066-1644,1
594,35,97,445774886,6439414267,31.71,1639332835000,1656601597000,25-590-4885,2
595,60,226,287753735,5993227877,98.5,1625812007000,1659165919000,83-970-3441,2
596,61,115,4627097360,3560821754,46.95,1654583445000,1656954204000,01-352-3287,0
597,94,280,3161644700,8073951274,84.41,1628631531000,1658238382000,39-327-2524,2
598,57,147,9845113435,2005252689,89.69,1640017820000,1657349320000,35-961-0268,2
599,40,36,4113786801,3559758904,81.58,1624752223000,1656613059000,32-115-6608,1
600,29,119,6597158059,1632238365,75.37,1644617835000,1657529503000,80-558-4973,0
601,21,241,4876113505,5501436337,36.36,1631319074000,1658307387000,55-842-1312,0
602,47,73,6014897356,6488343955,57.08,1638100726000,1657761375000,95-178-7366,1
603,52,262,2161705741,5230980230,19.57,1627095504000,1657057914000,34-650-9259,2
604,96,129,9762795369,958806691,45.72,1635467714000,1658344771000,15-543-6737,1
605,65,42,8417644725,2710318148,12.45,1649994463000,1658028205000,59-612-6239,1
606,83,177,4720085490,1282359932,5.85,1641462912000,1658899282000,35-708-6052,0
607,61,180,4104018724,4760352104,87.03,1641747991000,1656808786000,73-708-9420,1
608,65,217,9603338826,336536232,37.98,1635890447000,1657312670000,17-445-5897,2
609,75,193,4812688787,1287146805,17.2,1636709735000,1657517161000,41-486-6927,0
610,55,19,2475428791,9797045110,85.77,1628513331000,1659018264000,61-345-7136,0
611,23,274,3098361123,9513010139,34.5,1623685675000,1658400140000,49-369-8948,2
612,99,239,8161191824,5136553529,11.16,1641096171000,1658681960000,82-964-9101,1
613,21,182,5558217367,7334271386,20.25,1639153564000,1657459285000,89-680-7786,1
614,30,234,6688286971,8154774267,39.61,1634849213000,1658292663000,48-359-9946,1
615,48,249,3771276101,260478113,26.67,1630595798000,1658558822000,68-352-0635,1
616,92,163,2842886941,6562955068,52.7,1647370541000,1657664802000,29-749-7504,0
617,50,285,3010729928,5387993821,18.36,1631168013000,1656399167000,91-133-7823,1
618,66,146,9343936168,9337038994,76.19,1633735152000,1657042455000,01-959-7983,0
619,74,97,2047945488,7705320606,54.79,1650278270000,1658107084000,60-919-9226,0
620,45,285,3764091908,113692099,25.29,1622714678000,1656846201000,22-408-2271,0
621,76,232,2605083322,5128527875,55.86,1654409425000,1659065879000,42-703-8699,0
622,86,175,8724973041,6903410481,46.83,1628785572000,1658410041000,42-770-5916,1
623,25,161,8262153790,8926906485,8.6,1639470286000,1658072037000,94-431-5755,2
624,87,214,8037405877,6737580009,55.09,1638484645000,1656744099000,28-330-3347,1
625,52,172,3584172225,8938131890,39.55,1643432916000,1658180272000,30-462-7205,1
626,90,294,9699127457,4249015718,93.02,1627394523000,1657451287000,06-531-6678,1
627,73,196,3173946960,9268639882,20.62,1636183016000,1656422885000,86-591-8940,0
628,56,172,5621952995,8681480472,32.39,1632582313000,1658157424000,36-400-3872,1
629,69,1,6272011164,9381453128,13.43,1642927010000,1657061451000,97-426-8362,0
630,35,73,5829481103,2790413347,49.68,1647566266000,1657211416000,51-197-0466,1
631,60,117,6488203037,4014723399,51.02,1645469383000,1656686307000,79-734-2302,2
632,35,129,5226528345,171452348,30.54,1632047923000,1658347358000,45-086-1594,0
633,58,266,9912158172,2975583273,23.84,1636568313000,1657411358000,84-127-9584,2
634,5,172,2879487382,6694572980,7.63,1651907784000,1657828289000,34-043-7433,0
635,58,147,6674245968,8715370054,2.66,1625591855000,1657934089000,70-400-1283,0
636,34,220,6435554528,6191704712,12.23,1626414849000,1658990040000,28-135-7628,2
637,10,205,5461223494,1051559820,92.6,1654291513000,1657294705000,89-227-4866,0
638,61,246,2914847238,5861521182,78.86,1649674041000,1657483426000,17-132-1876,2
639,100,266,101040644,4447993325,61.02,1631137393000,1658154517000,80-249-5338,2
640,64,127,8495057506,400838621,48.27,1633759850000,1658113492000,45-383-6257,0
641,89,229,1714362299,3521134938,5.71,1634737429000,1658408322000,24-510-7978,0
642,91,92,7963485659,5167049199,40.23,1622539618000,1656384813000,09-595-8996,1
643,38,70,3668258295,4026732517,41.53,1624173492000,1658624152000,96-547-8259,0
644,59,95,7463909247,8614222084,16.43,1651941308000,1656492626000,44-722-2879,1
645,87,49,9042608366,310008964,4.53,1651434587000,1656780029000,73-884-3661,1
646,39,224,6736573823,5505811027,64.96,1653578624000,1658722938000,31-188-3713,0
647,75,246,2168083681,8996192996,36.11,1623896461000,1658926154000,56-792-1304,0
648,96,127,5045246453,7178006595,58.71,1633307833000,1658837051000,71-048-8782,2
649,6,34,6954667315,3942400782,69.99,1640360195000,1658943479000,41-270-8315,0
650,80,174,4713591017,8914795179,88.65,1631311856000,1656427076000,51-173-0145,0
651,39,213,6871587713,8321489915,30.11,1625282627000,1658025816000,72-078-2829,1
652,60,81,1927263794,1342631684,94.93,1653164172000,1657834660000,72-655-0171,0
653,87,187,5628042803,4703144573,77.91,1643756289000,1657544839000,66-342-0989,0
654,14,246,6784303482,1848419953,45.27,1645905876000,1656501668000,54-405-0867,1
655,49,131,8420269425,9988337140,43.52,1628292518000,1658007264000,82-275-7175,0
656,82,114,8115684082,1109864418,12.42,1624421261000,1659067649000,67-988-1546,1
657,70,13,1664247351,518407314,79.85,1644101170000,1658193623000,91-028-4391,1
658,27,284,2296203914,5176178591,84.92,1647567188000,1656900366000,09-686-8016,0
659,66,11,3519578506,5134016194,82.03,1636824393000,1656552177000,99-472-8899,0
660,92,147,2420947495,530864266,40.79,1629082983000,1658683844000,21-687-3708,2
661,18,229,6272690819,1597573256,61.65,1639157579000,1656393131000,24-409-2338,2
662,83,79,4785128895,7503540729,28.19,1638060645000,1656541090000,35-592-1754,0
663,93,205,5005888551,8943432135,86.16,1640315783000,1657586043000,36-691-2125,0
664,70,209,5643989956,2037457065,93.04,1645268901000,1656897410000,23-139-6158,2
665,42,286,9813847077,999365878,11.88,1638707915000,1656534760000,10-359-3536,0
666,54,239,6229207427,3178890289,78.88,1629738338000,1657506301000,75-635-3118,1
667,7,136,9121258449,5943030778,13.41,1632847424000,1656493637000,66-359-6009,0
668,36,253,1976023459,926851519,15.06,1638674646000,1657038747000,62-891-0866,2
669,50,266,9929014675,1532996322,24.69,1646276984000,1657359426000,57-039-4768,2
670,67,224,9538625773,1496328280,12.43,1623923878000,1657458570000,37-862-7054,2
671,40,229,5283313573,180843842,53.97,1647891183000,1656953292000,76-840-2812,2
672,84,266,8044216227,839461593,79.98,1625448693000,1658573241000,42-781-3466,0
673,11,155,9059192052,949129097,1.73,1639688434000,1658378535000,63-251-8794,2
674,10,59,5256274074,1223816389,61.25,1633145788000,1658750089000,71-357-5172,1
675,59,205,2870512295,2931694010,81.94,1650117301000,1659190639000,21-950-6693,2
676,25,83,2611593442,52753719,98.71,1633627585000,1657898855000,69-571-6500,0
677,39,199,1795100893,7089937194,91.99,1647622528000,1659045430000,47-503-8416,0
